SD,c,s,b_avg,n,avgSyncTime,avgSyncTimeCIL,avgSyncTimeCIU
0,8,101,0.5,6.5,12.8566,12.8337,12.8813
0,8,101,0.5,6.75,12.7402,12.7197,12.7627
0,8,101,0.5,7,12.6292,12.6058,12.6498
0,8,101,0.5,7.25,12.4873,12.4675,12.5111
0,8,101,0.5,7.5,12.3556,12.3321,12.377
0,8,101,0.5,7.75,12.2366,12.2179,12.2612
0,8,101,0.5,8,12.1282,12.1089,12.1517
0,8,101,0.5,8.25,12.1774,12.1578,12.1973
0,8,101,0.5,8.5,12.2339,12.2111,12.2593
0,8,101,0.5,8.75,12.2822,12.2571,12.309
0,8,101,0.5,9,12.3316,12.3077,12.3547
0,8,101,0.5,9.25,12.366,12.3408,12.3894
0,8,101,0.5,9.5,12.3995,12.3757,12.4222
0,8,101,0.5,9.75,12.4299,12.4087,12.4536
0,8,101,0.5,10,12.4603,12.435,12.488
0,8,101,0.5,10.25,12.4761,12.4516,12.4995
0,8,101,0.5,10.5,12.4938,12.4625,12.5185
0,8,101,0.5,10.75,12.5067,12.482,12.5317
0,8,101,0.5,11,12.5245,12.5023,12.5502
0,8,101,0.5,11.25,12.5266,12.5037,12.55
0,8,101,0.5,11.5,12.5246,12.5031,12.5548
0,8,101,0.5,11.75,12.5268,12.5059,12.5486
0,8,101,0.5,12,12.5284,12.5035,12.5538
0,8,101,0.5,12.25,12.5166,12.4899,12.5436
0,8,101,0.5,12.5,12.5065,12.4838,12.5329
0,8,101,0.5,12.75,12.4965,12.4702,12.5186
0,8,101,0.5,13,12.4839,12.4599,12.5071
0,8,101,0.5,13.25,12.4615,12.4409,12.4829
0,8,101,0.5,13.5,12.4393,12.4143,12.4639
0,8,101,0.5,13.75,12.4205,12.3992,12.4436
0,8,101,0.5,14,12.4016,12.3777,12.4303
0,8,101,0.5,14.25,12.3655,12.342,12.3866
0,8,101,0.5,14.5,12.3364,12.3125,12.3613
0,8,101,0.5,14.75,12.3078,12.2835,12.3309
0,8,101,0.5,15,12.2785,12.2547,12.3037
0,8,101,0.5,15.25,12.2372,12.2118,12.2583
0,8,101,0.5,15.5,12.1979,12.1766,12.2216
0,8,101,0.5,15.75,12.1609,12.1327,12.1827
0,8,101,0.5,16,12.1257,12.1038,12.1458
0,8,101,0.5,16.25,12.1415,12.1196,12.1633
0,8,101,0.5,16.5,12.1613,12.1394,12.1817
0,8,101,0.5,16.75,12.1778,12.1564,12.1959
0,8,101,0.5,17,12.1974,12.179,12.2292
0,8,101,0.5,17.25,12.2095,12.1943,12.2293
0,8,101,0.5,17.5,12.22,12.2002,12.2392
0,8,101,0.5,17.75,12.2343,12.2079,12.2577
0,8,101,0.5,18,12.2455,12.2191,12.266
0,8,101,0.5,18.25,12.2514,12.2302,12.272
0,8,101,0.5,18.5,12.2593,12.2349,12.2794
0,8,101,0.5,18.75,12.2683,12.2471,12.29
0,8,101,0.5,19,12.2724,12.246,12.3005
0,8,101,0.5,19.25,12.2744,12.2513,12.297
0,8,101,0.5,19.5,12.2767,12.2554,12.3037
0,8,101,0.5,19.75,12.2792,12.2582,12.3051
0,8,101,0.5,20,12.2786,12.2566,12.3009
0,8,101,0.5,20.25,12.2773,12.2527,12.3007
0,8,101,0.5,20.5,12.2737,12.2484,12.3009
0,8,101,0.5,20.75,12.2686,12.2514,12.2919
0,8,101,0.5,21,12.2681,12.243,12.2934
max,8,101,0.5,0.25,15.1701,15.1425,15.1999
max,8,101,0.5,0.5,15.1711,15.1446,15.1977
max,8,101,0.5,0.75,15.1709,15.1475,15.1995
max,8,101,0.5,1,15.171,15.1466,15.1957
max,8,101,0.5,1.25,15.063,15.0311,15.0893
max,8,101,0.5,1.5,14.9891,14.9589,15.0132
max,8,101,0.5,1.75,14.9401,14.9082,14.97
max,8,101,0.5,2,14.9007,14.8742,14.9265
max,8,101,0.5,2.25,14.753,14.7219,14.7829
max,8,101,0.5,2.5,14.6359,14.6099,14.6639
max,8,101,0.5,2.75,14.5522,14.5212,14.578
max,8,101,0.5,3,14.4729,14.4438,14.5025
max,8,101,0.5,3.25,14.2789,14.2485,14.3
max,8,101,0.5,3.5,14.1166,14.0854,14.1432
max,8,101,0.5,3.75,13.9794,13.9525,14.001
max,8,101,0.5,4,13.866,13.8354,13.891
max,8,101,0.5,4.25,13.7576,13.7365,13.7809
max,8,101,0.5,4.5,13.6688,13.6441,13.6979
max,8,101,0.5,4.75,13.5899,13.569,13.62
max,8,101,0.5,5,13.5165,13.4941,13.5435
max,8,101,0.5,5.25,13.3745,13.3431,13.4017
max,8,101,0.5,5.5,13.2502,13.2261,13.2802
max,8,101,0.5,5.75,13.1364,13.1101,13.166
max,8,101,0.5,6,13.0317,13.0081,13.0513
max,8,101,0.5,6.25,12.8905,12.8696,12.9196
max,8,101,0.5,6.5,12.761,12.7393,12.7879
max,8,101,0.5,6.75,12.6477,12.6163,12.6798
max,8,101,0.5,7,12.539,12.5203,12.5618
max,8,101,0.5,7.25,12.4252,12.4048,12.4451
max,8,101,0.5,7.5,12.3171,12.2974,12.336
max,8,101,0.5,7.75,12.2197,12.1911,12.2402
max,8,101,0.5,8,12.1246,12.1018,12.146
max,8,101,0.5,8.25,12.3756,12.3494,12.4012
max,8,101,0.5,8.5,12.628,12.6046,12.6531
max,8,101,0.5,8.75,12.8821,12.8588,12.9049
max,8,101,0.5,9,13.1347,13.1105,13.164
max,8,101,0.5,9.25,13.386,13.3586,13.4148
max,8,101,0.5,9.5,13.638,13.6165,13.6588
max,8,101,0.5,9.75,13.8908,13.8612,13.919
max,8,101,0.5,10,14.1431,14.1185,14.1723
max,8,101,0.5,10.25,14.398,14.3676,14.4286
max,8,101,0.5,10.5,14.6495,14.6218,14.6765
max,8,101,0.5,10.75,14.9034,14.8716,14.9325
max,8,101,0.5,11,15.1543,15.1244,15.1875
max,8,101,0.5,11.25,15.41,15.3739,15.4467
max,8,101,0.5,11.5,15.6606,15.6327,15.6949
max,8,101,0.5,11.75,15.9124,15.8779,15.9453
max,8,101,0.5,12,16.165,16.1349,16.2103
max,8,101,0.5,12.25,16.4194,16.3871,16.4516
max,8,101,0.5,12.5,16.6666,16.632,16.6998
max,8,101,0.5,12.75,16.9195,16.8856,16.9563
max,8,101,0.5,13,17.1726,17.1228,17.2058
max,8,101,0.5,13.25,17.4275,17.3913,17.4621
max,8,101,0.5,13.5,17.6792,17.6404,17.7137
max,8,101,0.5,13.75,17.934,17.8956,17.9717
max,8,101,0.5,14,18.1838,18.1452,18.2231
max,8,101,0.5,14.25,18.4366,18.4056,18.4719
max,8,101,0.5,14.5,18.6905,18.6557,18.7365
max,8,101,0.5,14.75,18.9396,18.899,18.9765
max,8,101,0.5,15,19.1988,19.1475,19.2407
max,8,101,0.5,15.25,19.4484,19.4065,19.4836
max,8,101,0.5,15.5,19.6982,19.6563,19.7464
max,8,101,0.5,15.75,19.9484,19.9084,19.9946
max,8,101,0.5,16,20.2012,20.162,20.2557
max,8,101,0.5,16.25,20.4583,20.4138,20.5082
max,8,101,0.5,16.5,20.7132,20.6598,20.7692
max,8,101,0.5,16.75,20.9619,20.918,20.9998
max,8,101,0.5,17,21.2158,21.1649,21.2672
max,8,101,0.5,17.25,21.4681,21.4215,21.5184
max,8,101,0.5,17.5,21.7194,21.6645,21.7708
max,8,101,0.5,17.75,21.972,21.9254,22.0246
max,8,101,0.5,18,22.2272,22.1898,22.2779
max,8,101,0.5,18.25,22.4784,22.4121,22.5365
max,8,101,0.5,18.5,22.728,22.6756,22.7811
max,8,101,0.5,18.75,22.9816,22.9365,23.0341
max,8,101,0.5,19,23.2356,23.188,23.2939
max,8,101,0.5,19.25,23.4815,23.4316,23.5378
max,8,101,0.5,19.5,23.743,23.7041,23.7883
max,8,101,0.5,19.75,23.9877,23.9248,24.0505
max,8,101,0.5,20,24.2428,24.1982,24.3008
max,8,101,0.5,20.25,24.4945,24.4363,24.555
max,8,101,0.5,20.5,24.7509,24.7041,24.7993
max,8,101,0.5,20.75,25.0043,24.952,25.0674
max,8,101,0.5,21,25.2552,25.207,25.3122
0,8,101,0.75,0.25,10.2703,10.2489,10.2923
0,8,101,0.75,0.5,10.271,10.2494,10.2932
0,8,101,0.75,0.75,10.2733,10.257,10.2949
0,8,101,0.75,1,10.2741,10.2566,10.2919
0,8,101,0.75,1.25,10.0635,10.0468,10.0843
0,8,101,0.75,1.5,9.93114,9.91172,9.95192
0,8,101,0.75,1.75,9.83516,9.8184,9.85572
0,8,101,0.75,2,9.76694,9.7461,9.78742
0,8,101,0.75,2.25,9.59419,9.57875,9.61048
0,8,101,0.75,2.5,9.45727,9.44082,9.47441
0,8,101,0.75,2.75,9.35097,9.33267,9.36808
0,8,101,0.75,3,9.2642,9.24695,9.28069
0,8,101,0.75,3.25,9.10025,9.08616,9.11515
0,8,101,0.75,3.5,8.96704,8.9514,8.98475
0,8,101,0.75,3.75,8.85534,8.8392,8.87011
0,8,101,0.75,4,8.75764,8.74003,8.77557
0,8,101,0.75,4.25,8.60593,8.58983,8.62216
0,8,101,0.75,4.5,8.47044,8.45531,8.48578
0,8,101,0.75,4.75,8.35579,8.34094,8.37126
0,8,101,0.75,5,8.25383,8.23935,8.26936
0,8,101,0.75,5.25,8.10397,8.08951,8.11657
0,8,101,0.75,5.5,7.96897,7.95336,7.98593
0,8,101,0.75,5.75,7.85438,7.83799,7.86792
0,8,101,0.75,6,7.74795,7.73636,7.76622
0,8,101,0.75,6.25,7.60092,7.58481,7.61735
0,8,101,0.75,6.5,7.46774,7.45628,7.4825
0,8,101,0.75,6.75,7.35037,7.3377,7.36378
0,8,101,0.75,7,7.24254,7.22663,7.25422
0,8,101,0.75,7.25,7.10002,7.08878,7.11168
0,8,101,0.75,7.5,6.96495,6.95007,6.97712
0,8,101,0.75,7.75,6.84718,6.83034,6.85797
0,8,101,0.75,8,6.73687,6.72443,6.74816
0,8,101,0.75,8.25,6.76536,6.75258,6.77802
0,8,101,0.75,8.5,6.79261,6.78031,6.80609
0,8,101,0.75,8.75,6.82014,6.80908,6.83265
0,8,101,0.75,9,6.84493,6.83402,6.85725
0,8,101,0.75,9.25,6.86218,6.8502,6.87667
0,8,101,0.75,9.5,6.88069,6.86853,6.89086
0,8,101,0.75,9.75,6.89856,6.88716,6.91533
0,8,101,0.75,10,6.91548,6.90198,6.92607
0,8,101,0.75,10.25,6.92639,6.91384,6.94108
0,8,101,0.75,10.5,6.93494,6.92094,6.94665
0,8,101,0.75,10.75,6.9442,6.93348,6.95875
0,8,101,0.75,11,6.95528,6.94435,6.96613
0,8,101,0.75,11.25,6.9565,6.94189,6.97254
0,8,101,0.75,11.5,6.96005,6.94693,6.97328
0,8,101,0.75,11.75,6.95919,6.94565,6.97215
0,8,101,0.75,12,6.96124,6.9502,6.97139
0,8,101,0.75,12.25,6.95709,6.94406,6.96704
0,8,101,0.75,12.5,6.95318,6.94109,6.96378
0,8,101,0.75,12.75,6.94649,6.93395,6.95795
0,8,101,0.75,13,6.94277,6.93161,6.95689
0,8,101,0.75,13.25,6.93002,6.91816,6.94378
0,8,101,0.75,13.5,6.91845,6.9059,6.93161
0,8,101,0.75,13.75,6.9073,6.89474,6.91818
0,8,101,0.75,14,6.8982,6.88596,6.90929
0,8,101,0.75,14.25,6.87978,6.8664,6.89329
0,8,101,0.75,14.5,6.86099,6.84813,6.87104
0,8,101,0.75,14.75,6.84454,6.83376,6.85662
0,8,101,0.75,15,6.82768,6.81546,6.83885
0,8,101,0.75,15.25,6.80576,6.79271,6.81929
0,8,101,0.75,15.5,6.7821,6.76866,6.7935
0,8,101,0.75,15.75,6.75897,6.74828,6.76974
0,8,101,0.75,16,6.73708,6.72668,6.74517
0,8,101,0.75,16.25,6.74161,6.72888,6.75439
0,8,101,0.75,16.5,6.7492,6.73863,6.75935
0,8,101,0.75,16.75,6.75338,6.74458,6.7652
0,8,101,0.75,17,6.76014,6.7503,6.7718
0,8,101,0.75,17.25,6.76453,6.75104,6.77475
0,8,101,0.75,17.5,6.76697,6.75447,6.7808
0,8,101,0.75,17.75,6.77208,6.75999,6.7827
0,8,101,0.75,18,6.7748,6.76443,6.78705
0,8,101,0.75,18.25,6.77667,6.76372,6.78883
0,8,101,0.75,18.5,6.78058,6.76825,6.79381
0,8,101,0.75,18.75,6.78067,6.7691,6.79267
0,8,101,0.75,19,6.7844,6.77315,6.79478
0,8,101,0.75,19.25,6.78447,6.77469,6.7953
0,8,101,0.75,19.5,6.78604,6.77401,6.79897
0,8,101,0.75,19.75,6.78587,6.77187,6.79784
0,8,101,0.75,20,6.78798,6.77701,6.7996
0,8,101,0.75,20.25,6.78557,6.7749,6.7965
0,8,101,0.75,20.5,6.78461,6.77436,6.79442
0,8,101,0.75,20.75,6.78331,6.77035,6.79391
0,8,101,0.75,21,6.78404,6.77165,6.79487
max,8,101,0.75,0.25,10.1145,10.0955,10.1353
max,8,101,0.75,0.5,10.1146,10.098,10.1335
max,8,101,0.75,0.75,10.115,10.0951,10.1321
max,8,101,0.75,1,10.1153,10.0959,10.1342
max,8,101,0.75,1.25,9.92259,9.9019,9.94436
max,8,101,0.75,1.5,9.79728,9.77704,9.82024
max,8,101,0.75,1.75,9.71286,9.69797,9.73243
max,8,101,0.75,2,9.64877,9.63029,9.66976
max,8,101,0.75,2.25,9.49396,9.47187,9.51138
max,8,101,0.75,2.5,9.37188,9.3559,9.38761
max,8,101,0.75,2.75,9.2779,9.2609,9.29766
max,8,101,0.75,3,9.19725,9.17412,9.21481
max,8,101,0.75,3.25,9.03719,9.01969,9.05668
max,8,101,0.75,3.5,8.89973,8.88514,8.9234
max,8,101,0.75,3.75,8.78839,8.77346,8.80562
max,8,101,0.75,4,8.691,8.67518,8.70781
max,8,101,0.75,4.25,8.54502,8.52766,8.55787
max,8,101,0.75,4.5,8.41837,8.40287,8.43598
max,8,101,0.75,4.75,8.30982,8.29004,8.32068
max,8,101,0.75,5,8.21333,8.19687,8.2281
max,8,101,0.75,5.25,8.06029,8.04417,8.07389
max,8,101,0.75,5.5,7.92254,7.90814,7.93767
max,8,101,0.75,5.75,7.80491,7.79016,7.82125
max,8,101,0.75,6,7.69769,7.68659,7.71005
max,8,101,0.75,6.25,7.55545,7.54296,7.56994
max,8,101,0.75,6.5,7.42738,7.41171,7.43984
max,8,101,0.75,6.75,7.31545,7.30317,7.32687
max,8,101,0.75,7,7.20856,7.19605,7.22003
max,8,101,0.75,7.25,7.07677,7.06435,7.09082
max,8,101,0.75,7.5,6.95238,6.94105,6.96361
max,8,101,0.75,7.75,6.84276,6.82733,6.85284
max,8,101,0.75,8,6.73894,6.7287,6.7491
max,8,101,0.75,8.25,6.82142,6.80968,6.83165
max,8,101,0.75,8.5,6.90539,6.89307,6.91553
max,8,101,0.75,8.75,6.98934,6.97896,7.00044
max,8,101,0.75,9,7.07471,7.06067,7.08567
max,8,101,0.75,9.25,7.15767,7.1459,7.1718
max,8,101,0.75,9.5,7.24355,7.23249,7.25624
max,8,101,0.75,9.75,7.3264,7.31083,7.34138
max,8,101,0.75,10,7.41118,7.39736,7.42328
max,8,101,0.75,10.25,7.49456,7.47897,7.50655
max,8,101,0.75,10.5,7.5799,7.56371,7.59592
max,8,101,0.75,10.75,7.66403,7.64979,7.67644
max,8,101,0.75,11,7.74633,7.73172,7.7614
max,8,101,0.75,11.25,7.83226,7.81797,7.84884
max,8,101,0.75,11.5,7.91631,7.89788,7.93044
max,8,101,0.75,11.75,8.00125,7.98429,8.01814
max,8,101,0.75,12,8.08353,8.06887,8.10087
max,8,101,0.75,12.25,8.17034,8.15428,8.18807
max,8,101,0.75,12.5,8.25275,8.23668,8.27485
max,8,101,0.75,12.75,8.3366,8.3202,8.35306
max,8,101,0.75,13,8.42116,8.40745,8.43608
max,8,101,0.75,13.25,8.50387,8.48745,8.51869
max,8,101,0.75,13.5,8.58914,8.57076,8.60876
max,8,101,0.75,13.75,8.67503,8.65783,8.69324
max,8,101,0.75,14,8.75661,8.73919,8.77255
max,8,101,0.75,14.25,8.8424,8.82475,8.85923
max,8,101,0.75,14.5,8.92611,8.89988,8.94958
max,8,101,0.75,14.75,9.0104,8.99178,9.02713
max,8,101,0.75,15,9.09445,9.07717,9.11575
max,8,101,0.75,15.25,9.17754,9.15321,9.20069
max,8,101,0.75,15.5,9.26201,9.23942,9.28264
max,8,101,0.75,15.75,9.34708,9.32128,9.36922
max,8,101,0.75,16,9.43289,9.41361,9.45318
max,8,101,0.75,16.25,9.51493,9.49302,9.54053
max,8,101,0.75,16.5,9.59798,9.58092,9.61819
max,8,101,0.75,16.75,9.68412,9.65704,9.70741
max,8,101,0.75,17,9.7687,9.74705,9.79039
max,8,101,0.75,17.25,9.85311,9.8277,9.87421
max,8,101,0.75,17.5,9.93508,9.90731,9.96107
max,8,101,0.75,17.75,10.0208,9.99958,10.0479
max,8,101,0.75,18,10.1063,10.084,10.1337
max,8,101,0.75,18.25,10.1871,10.1685,10.2089
max,8,101,0.75,18.5,10.2714,10.2488,10.3023
max,8,101,0.75,18.75,10.3561,10.3328,10.3782
max,8,101,0.75,19,10.4425,10.4193,10.4694
max,8,101,0.75,19.25,10.5261,10.5029,10.5497
max,8,101,0.75,19.5,10.6078,10.5834,10.6313
max,8,101,0.75,19.75,10.6945,10.6653,10.7182
max,8,101,0.75,20,10.7761,10.7467,10.7989
max,8,101,0.75,20.25,10.8629,10.8312,10.8874
max,8,101,0.75,20.5,10.9463,10.9201,10.9712
max,8,101,0.75,20.75,11.028,11.0024,11.0515
max,8,101,0.75,21,11.1148,11.088,11.1418
0,8,101,1,0.25,7.58015,7.5659,7.59318
0,8,101,1,0.5,7.58011,7.56594,7.59739
0,8,101,1,0.75,7.57998,7.56631,7.59329
0,8,101,1,1,7.57983,7.56625,7.59298
0,8,101,1,1.25,7.36879,7.35541,7.38067
0,8,101,1,1.5,7.23406,7.22062,7.25079
0,8,101,1,1.75,7.14258,7.13109,7.15478
0,8,101,1,2,7.07448,7.06111,7.08651
0,8,101,1,2.25,6.89763,6.88449,6.91344
0,8,101,1,2.5,6.76201,6.75006,6.77516
0,8,101,1,2.75,6.65664,6.64486,6.66825
0,8,101,1,3,6.56886,6.55533,6.58209
0,8,101,1,3.25,6.40696,6.39569,6.41803
0,8,101,1,3.5,6.27115,6.25918,6.28272
0,8,101,1,3.75,6.15997,6.14978,6.17145
0,8,101,1,4,6.06407,6.05224,6.07526
0,8,101,1,4.25,5.90772,5.89672,5.91788
0,8,101,1,4.5,5.77226,5.76209,5.78304
0,8,101,1,4.75,5.66147,5.64908,5.67183
0,8,101,1,5,5.55897,5.54989,5.56928
0,8,101,1,5.25,5.40799,5.39843,5.41724
0,8,101,1,5.5,5.27119,5.26051,5.28226
0,8,101,1,5.75,5.15942,5.14988,5.16811
0,8,101,1,6,5.05381,5.04582,5.06151
0,8,101,1,6.25,4.90653,4.89954,4.91307
0,8,101,1,6.5,4.76933,4.76234,4.7769
0,8,101,1,6.75,4.65693,4.64805,4.66474
0,8,101,1,7,4.54943,4.54476,4.55544
0,8,101,1,7.25,4.40543,4.39815,4.41209
0,8,101,1,7.5,4.26536,4.26011,4.27023
0,8,101,1,7.75,4.15452,4.14928,4.15947
0,8,101,1,8,4.04432,4.03841,4.04878
0,8,101,1,8.25,4.04416,4.03949,4.04887
0,8,101,1,8.5,4.04422,4.03927,4.04877
0,8,101,1,8.75,4.04465,4.04009,4.0488
0,8,101,1,9,4.04424,4.0399,4.04991
0,8,101,1,9.25,4.04459,4.03984,4.04909
0,8,101,1,9.5,4.0444,4.0407,4.04913
0,8,101,1,9.75,4.04414,4.04022,4.04919
0,8,101,1,10,4.04415,4.03974,4.04853
0,8,101,1,10.25,4.04436,4.0395,4.04982
0,8,101,1,10.5,4.04428,4.03967,4.04865
0,8,101,1,10.75,4.04435,4.03955,4.04859
0,8,101,1,11,4.04448,4.0393,4.04939
0,8,101,1,11.25,4.04436,4.03941,4.04944
0,8,101,1,11.5,4.04476,4.04,4.04982
0,8,101,1,11.75,4.04429,4.03955,4.04948
0,8,101,1,12,4.04404,4.03913,4.04857
0,8,101,1,12.25,4.04461,4.03981,4.04886
0,8,101,1,12.5,4.04452,4.04035,4.04974
0,8,101,1,12.75,4.04431,4.03952,4.05004
0,8,101,1,13,4.04437,4.04008,4.04923
0,8,101,1,13.25,4.04419,4.03972,4.04798
0,8,101,1,13.5,4.04427,4.03912,4.04926
0,8,101,1,13.75,4.04445,4.04001,4.04906
0,8,101,1,14,4.04426,4.03963,4.04863
0,8,101,1,14.25,4.04449,4.03979,4.04828
0,8,101,1,14.5,4.04431,4.0408,4.04832
0,8,101,1,14.75,4.04409,4.03974,4.04837
0,8,101,1,15,4.04427,4.04013,4.04888
0,8,101,1,15.25,4.04454,4.04021,4.04823
0,8,101,1,15.5,4.04426,4.0397,4.04846
0,8,101,1,15.75,4.04422,4.04029,4.04943
0,8,101,1,16,4.04419,4.04006,4.04899
0,8,101,1,16.25,4.04419,4.04105,4.04838
0,8,101,1,16.5,4.04486,4.04099,4.05025
0,8,101,1,16.75,4.04403,4.0389,4.04893
0,8,101,1,17,4.04391,4.03976,4.04819
0,8,101,1,17.25,4.04488,4.04055,4.04959
0,8,101,1,17.5,4.04444,4.03997,4.04905
0,8,101,1,17.75,4.04477,4.04087,4.04938
0,8,101,1,18,4.0446,4.03997,4.04894
0,8,101,1,18.25,4.0439,4.039,4.04871
0,8,101,1,18.5,4.0442,4.03898,4.04888
0,8,101,1,18.75,4.04412,4.0396,4.04901
0,8,101,1,19,4.04445,4.03964,4.05012
0,8,101,1,19.25,4.0444,4.03929,4.04785
0,8,101,1,19.5,4.04417,4.03993,4.04851
0,8,101,1,19.75,4.04409,4.03951,4.04882
0,8,101,1,20,4.0444,4.03969,4.04975
0,8,101,1,20.25,4.04447,4.0408,4.04985
0,8,101,1,20.5,4.0447,4.04066,4.04932
0,8,101,1,20.75,4.04473,4.04066,4.04901
0,8,101,1,21,4.04431,4.03965,4.0485
max,8,101,1,0.25,7.58,7.56582,7.59543
max,8,101,1,0.5,7.57748,7.5635,7.59274
max,8,101,1,0.75,7.57992,7.56668,7.59408
max,8,101,1,1,7.57956,7.56358,7.59596
max,8,101,1,1.25,7.36937,7.35498,7.38342
max,8,101,1,1.5,7.23518,7.22221,7.2472
max,8,101,1,1.75,7.14155,7.12799,7.15534
max,8,101,1,2,7.07413,7.06107,7.08842
max,8,101,1,2.25,6.89867,6.88639,6.91231
max,8,101,1,2.5,6.76217,6.74872,6.77736
max,8,101,1,2.75,6.65673,6.64673,6.66793
max,8,101,1,3,6.56926,6.55622,6.58205
max,8,101,1,3.25,6.40617,6.39113,6.42086
max,8,101,1,3.5,6.27015,6.25813,6.28145
max,8,101,1,3.75,6.16049,6.14742,6.17194
max,8,101,1,4,6.06449,6.05168,6.07362
max,8,101,1,4.25,5.90898,5.89744,5.92044
max,8,101,1,4.5,5.77281,5.7618,5.78337
max,8,101,1,4.75,5.66091,5.65073,5.67226
max,8,101,1,5,5.55902,5.55,5.56812
max,8,101,1,5.25,5.40852,5.39953,5.41946
max,8,101,1,5.5,5.27215,5.26375,5.28175
max,8,101,1,5.75,5.15992,5.15121,5.16798
max,8,101,1,6,5.05388,5.04604,5.06397
max,8,101,1,6.25,4.90758,4.90019,4.91422
max,8,101,1,6.5,4.76881,4.76112,4.77647
max,8,101,1,6.75,4.65773,4.64998,4.66459
max,8,101,1,7,4.54917,4.54208,4.55625
max,8,101,1,7.25,4.40498,4.39869,4.41179
max,8,101,1,7.5,4.2651,4.25826,4.27081
max,8,101,1,7.75,4.15434,4.15004,4.1581
max,8,101,1,8,4.04419,4.03876,4.04868
max,8,101,1,8.25,4.04463,4.03932,4.04811
max,8,101,1,8.5,4.0441,4.03981,4.04968
max,8,101,1,8.75,4.04379,4.03951,4.04789
max,8,101,1,9,4.04437,4.04011,4.04954
max,8,101,1,9.25,4.04432,4.04003,4.04908
max,8,101,1,9.5,4.04435,4.03939,4.04785
max,8,101,1,9.75,4.04417,4.03988,4.04768
max,8,101,1,10,4.04456,4.04022,4.04966
max,8,101,1,10.25,4.0439,4.03921,4.04903
max,8,101,1,10.5,4.04429,4.0399,4.04902
max,8,101,1,10.75,4.04408,4.04003,4.04847
max,8,101,1,11,4.04419,4.03998,4.04825
max,8,101,1,11.25,4.04456,4.04027,4.04982
max,8,101,1,11.5,4.04429,4.03944,4.0488
max,8,101,1,11.75,4.04396,4.03801,4.04878
max,8,101,1,12,4.04435,4.04017,4.04849
max,8,101,1,12.25,4.04412,4.03943,4.04899
max,8,101,1,12.5,4.04376,4.03902,4.04925
max,8,101,1,12.75,4.04432,4.03934,4.04876
max,8,101,1,13,4.04442,4.04004,4.04974
max,8,101,1,13.25,4.04434,4.04014,4.0493
max,8,101,1,13.5,4.04418,4.03948,4.05008
max,8,101,1,13.75,4.04415,4.03962,4.04831
max,8,101,1,14,4.04415,4.03926,4.04876
max,8,101,1,14.25,4.04417,4.03868,4.04853
max,8,101,1,14.5,4.04434,4.03952,4.04902
max,8,101,1,14.75,4.04431,4.04013,4.0489
max,8,101,1,15,4.04421,4.03955,4.04999
max,8,101,1,15.25,4.04419,4.04001,4.04816
max,8,101,1,15.5,4.04388,4.03934,4.04836
max,8,101,1,15.75,4.04419,4.03907,4.04931
max,8,101,1,16,4.04444,4.04049,4.04854
max,8,101,1,16.25,4.04411,4.03973,4.04845
max,8,101,1,16.5,4.04405,4.03988,4.04793
max,8,101,1,16.75,4.04387,4.03969,4.0484
max,8,101,1,17,4.04411,4.03966,4.04772
max,8,101,1,17.25,4.04444,4.04026,4.04947
max,8,101,1,17.5,4.04388,4.03911,4.04808
max,8,101,1,17.75,4.04415,4.04038,4.04906
max,8,101,1,18,4.04464,4.04086,4.0493
max,8,101,1,18.25,4.04407,4.03968,4.04978
max,8,101,1,18.5,4.04407,4.03917,4.0485
max,8,101,1,18.75,4.04438,4.03957,4.04884
max,8,101,1,19,4.04433,4.0404,4.05021
max,8,101,1,19.25,4.04419,4.03964,4.04935
max,8,101,1,19.5,4.04445,4.04081,4.04847
max,8,101,1,19.75,4.04429,4.04085,4.04818
max,8,101,1,20,4.04429,4.03997,4.04843
max,8,101,1,20.25,4.04379,4.03904,4.04782
max,8,101,1,20.5,4.04453,4.0403,4.04811
max,8,101,1,20.75,4.04386,4.03939,4.04813
max,8,101,1,21,4.04441,4.04022,4.04969
0,12,101,0.25,0.25,47.9758,47.8777,48.0605
0,12,101,0.25,0.5,47.9766,47.8899,48.0546
0,12,101,0.25,0.75,47.9816,47.8867,48.0905
0,12,101,0.25,1,47.9773,47.8743,48.0657
0,12,101,0.25,1.25,47.7783,47.6774,47.8572
0,12,101,0.25,1.5,47.6391,47.5502,47.7308
0,12,101,0.25,1.75,47.5473,47.4577,47.6446
0,12,101,0.25,2,47.4731,47.3678,47.5738
0,12,101,0.25,2.25,47.3034,47.2055,47.4028
0,12,101,0.25,2.5,47.1713,47.0997,47.262
0,12,101,0.25,2.75,47.0634,46.9754,47.1705
0,12,101,0.25,3,46.9747,46.8765,47.088
0,12,101,0.25,3.25,46.8196,46.7388,46.9337
0,12,101,0.25,3.5,46.6895,46.5723,46.7962
0,12,101,0.25,3.75,46.5663,46.4816,46.666
0,12,101,0.25,4,46.4642,46.3708,46.5726
0,12,101,0.25,4.25,46.3063,46.1949,46.4072
0,12,101,0.25,4.5,46.1776,46.0851,46.2637
0,12,101,0.25,4.75,46.0649,45.9651,46.1617
0,12,101,0.25,5,45.9549,45.8649,46.0352
0,12,101,0.25,5.25,45.8062,45.721,45.9061
0,12,101,0.25,5.5,45.6783,45.5979,45.789
0,12,101,0.25,5.75,45.5638,45.4578,45.6607
0,12,101,0.25,6,45.4552,45.3776,45.5498
